,MAKE A COPY TO BEGIN YOUR WORK. THIS IS A READ ONLY FILE,,,,,,,,,,,,,
2021-02-16,768641583,2011/12/02,dawn,Marsh,Cancel Flight,F00188206,FALSE,BOS,DFW,,FALSE,0,1,TRUE
2022-01-09,768641583,12/02/2011,dawn,Marsh,Cancel Flight,U01028585,FALSE,,SEA,TRUE,FALSE,-1,13,FALSE
2021-07-04,125797120,2009/02/12,KIMBERLY,Blevins,Flight Deal,D29386066,TRUE,ATL,JFK,FALSE,TRUE,-1,13,TRUE
2023-03-14,125797120,02/12/2009,KIMBERLY,Blevins,,N40066045,FALSE,JFK,SEA,FALSE,FALSE,1,3,TRUE
2023-09-27,125797120,12-02-2009,KIMBERLY,blevins,Flight Deal,U58612120,TRUE,ORD,ATL,FALSE,TRUE,2,9,TRUE
2021-08-27,125797120,02/12/2009,kimberly,blevins,Flight Status,A61028017,FALSE,BOS,JFK,TRUE,,12,16,
2023-04-19,8634936953,28-09-2002,LAURA,weaver,Flight Status,O07599481,FALSE,SEA,LAX,TRUE,FALSE,11,1,
2024-02-14,8634936953,2002/09/28,laura,,Flight Deal,,FALSE,SEA,LAX,FALSE,FALSE,0,2,TRUE
2022-10-13,8634936953,28-09-2002,,Weaver,Flight Status,E29988660,FALSE,DFW,ORD,FALSE,TRUE,10,9,TRUE
2024-05-02,8634936953,09/28/2002,laura,Weaver,Flight Deal,U64335570,TRUE,ORD,MIA,FALSE,FALSE,-1,17,FALSE
2021-04-24,8634936953,2002/09/28,laura,weaver,Flight Deal,P40233792,TRUE,DEN,,TRUE,TRUE,1,14,FALSE
2023-03-16,1825304715,19-04-2018,ANTHONY,Olson,Cancel Flight,G53127744,TRUE,DFW,JFK,FALSE,TRUE,8,1,TRUE
2022-05-24,1825304715,19-04-2018,anthony,Olson,Flight Deal,Q09503597,TRUE,BOS,DEN,FALSE,FALSE,0,8,FALSE
2021-07-15,1825304715,2018/04/19,anthony,olson,Flight Status,T16914464,TRUE,DFW,,FALSE,TRUE,-1,13,TRUE
2023-03-09,1825304715,2018/04/19,ANTHONY,Olson,Cancel Flight,Z85162753,FALSE,DFW,LAX,TRUE,TRUE,,5,FALSE
2022-06-09,1825304715,04/19/2018,ANTHONY,Olson,Flight Deal,W03095625,FALSE,,LAX,,FALSE,-1,13,FALSE
2024-02-05,5538859186,09-03-2005,heather,Esparza,New Flight,L55888797,TRUE,BOS,,TRUE,FALSE,6,1,TRUE
2023-01-24,,09-03-2005,heather,esparza,Flight Status,C20576365,FALSE,DEN,BOS,TRUE,FALSE,1,16,
2021-12-12,5538859186,2005/03/09,HEATHER,Esparza,Flight Deal,B36042918,TRUE,SEA,BOS,FALSE,TRUE,,2,TRUE
2023-10-12,5538859186,2005/03/09,HEATHER,esparza,Cancel Flight,H87514515,,ORD,SFO,TRUE,TRUE,11,7,FALSE
2021-12-04,5538859186,09-03-2005,HEATHER,esparza,Cancel Flight,R56564397,FALSE,ORD,DFW,TRUE,FALSE,-1,17,TRUE
2021-10-09,4112830228,22-09-2021,michael,Johnson,New Flight,Z76909826,FALSE,BOS,ATL,FALSE,FALSE,12,7,TRUE
2022-08-09,4112830228,22-09-2021,michael,Johnson,Flight Deal,Q04057956,TRUE,SFO,DFW,FALSE,TRUE,1,14,TRUE
2024-01-17,4112830228,22-09-2021,MICHAEL,Johnson,Cancel Flight,,FALSE,SFO,BOS,FALSE,TRUE,12,6,FALSE
2021-02-10,4112830228,22-09-2021,michael,Johnson,Flight Deal,B06040538,FALSE,BOS,ORD,FALSE,TRUE,10,14,TRUE
2024-05-26,1857395211,08/23/2000,daniel,young,Flight Deal,J05929041,TRUE,JFK,YYY,TRUE,FALSE,0,2,FALSE
2022-05-17,1857395211,08/23/2000,daniel,Young,Flight Deal,O93986914,TRUE,LAX,MIA,TRUE,FALSE,-1,16,TRUE
2024-05-21,1857395211,08/23/2000,daniel,Young,Cancel Flight,U60730037,FALSE,ttt,,TRUE,TRUE,4,2,TRUE
2023-01-15,1857395211,2000/08/23,DANIEL,Young,New Flight,,FALSE,ORD,MIA,TRUE,TRUE,0,3,FALSE
2024-09-13,1857395211,2000/08/23,daniel,young,,H63367784,TRUE,SEA,ORD,TRUE,TRUE,-1,21,TRUE
2023-04-13,658743757,04/16/2001,rachael,Hughes,Flight Deal,,FALSE,JFK,LAX,TRUE,FALSE,-1,5,FALSE
2021-07-18,658743757,2001/04/16,,hughes,Cancel Flight,S29540076,TRUE,ATL,SEA,TRUE,FALSE,0,16,FALSE
2021-01-04,658743757,2001/04/16,RACHAEL,Hughes,Flight Status,R90435937,FALSE,ttt,LAX,TRUE,TRUE,13,12,
2021-09-19,658743757,2001/04/16,RACHAEL,Hughes,Flight Status,J82469557,TRUE,MIA,,FALSE,TRUE,,14,TRUE
2023-10-25,3496962161,11/08/1995,HENRY,ford,New Flight,,FALSE,,SEA,FALSE,TRUE,0,3,FALSE
2022-08-17,3496962161,1995/11/08,henry,Ford,New Flight,M17339690,FALSE,SEA,BOS,TRUE,TRUE,-1,8,FALSE
2024-04-19,3496962161,08-11-1995,henry,ford,New Flight,X99857484,TRUE,ATL,BOS,TRUE,FALSE,10,5,FALSE
2021-04-26,3496962161,1995/11/08,henry,ford,Flight Deal,Y87110776,FALSE,DFW,LAX,TRUE,TRUE,-1,10,FALSE
2023-06-10,3496962161,08-11-1995,HENRY,Ford,Cancel Flight,W05951910,TRUE,BOS,ATL,TRUE,TRUE,10,4,FALSE
2022-11-18,2945751394,01/27/2015,angela,ferrell,Cancel Flight,S62837534,FALSE,ORD,SFO,TRUE,TRUE,12,10,FALSE
2021-08-13,2945751394,2015/01/27,ANGELA,Ferrell,Flight Status,O09351587,FALSE,LAX,,TRUE,TRUE,9,5,
2024-04-21,2945751394,01/27/2015,ANGELA,ferrell,Cancel Flight,M23974046,TRUE,SEA,MIA,TRUE,FALSE,0,9,TRUE
2021-10-26,2945751394,01/27/2015,angela,Ferrell,Flight Deal,H57583374,FALSE,MIA,ATL,FALSE,FALSE,0,6,TRUE
2023-02-26,9019782737,2016/12/03,daniel,,Flight Deal,Y04575924,TRUE,LAX,ATL,FALSE,TRUE,,15,FALSE
2023-04-17,9019782737,12/03/2016,DANIEL,goodman,New Flight,G50966590,FALSE,SFO,,TRUE,TRUE,3,9,TRUE
2024-08-28,9019782737,12/03/2016,daniel,Goodman,Flight Deal,O30950197,TRUE,DEN,SEA,FALSE,TRUE,-1,12,FALSE
2023-03-06,9019782737,03-12-2016,DANIEL,goodman,Flight Deal,W24680027,FALSE,MIA,BOS,FALSE,TRUE,0,1,FALSE
2024-09-24,9019782737,12/03/2016,DANIEL,Goodman,Cancel Flight,C69837968,FALSE,SFO,LAX,FALSE,FALSE,9,12,TRUE
2024-04-27,746419107,14-04-2012,KYLE,Glover,New Flight,X74191237,TRUE,MIA,DFW,FALSE,FALSE,-1,17,FALSE
2024-02-13,746419107,14-04-2012,KYLE,Glover,Flight Deal,P57728873,TRUE,DFW,SEA,FALSE,FALSE,-1,10,TRUE
2022-08-02,746419107,14-04-2012,KYLE,Glover,Flight Status,U84616108,TRUE,JFK,ORD,FALSE,TRUE,12,24,FALSE
2023-01-01,746419107,14-04-2012,kyle,Glover,Flight Deal,M27876293,FALSE,ORD,MIA,FALSE,FALSE,11,20,TRUE
2022-09-23,746419107,,kyle,Glover,Flight Deal,V35612770,TRUE,MIA,BOS,FALSE,FALSE,-1,10,TRUE
2023-06-10,7624180764,11/05/2011,edward,Stevens,Flight Deal,C20794681,TRUE,DFW,SEA,FALSE,FALSE,2,17,TRUE
2024-04-25,7624180764,11/05/2011,edward,stevens,Flight Deal,W22378509,FALSE,LAX,SFO,FALSE,TRUE,-1,18,FALSE
2021-12-13,7624180764,11/05/2011,,Stevens,Flight Deal,U08648221,TRUE,SFO,BOS,TRUE,TRUE,-1,9,FALSE
2021-11-30,7624180764,11/05/2011,EDWARD,Stevens,Flight Deal,A30152327,,JFK,DEN,TRUE,TRUE,-1,,TRUE
2024-07-05,,19-03-2002,kaitlyn,montoya,New Flight,J33752605,TRUE,JFK,ATL,FALSE,,-1,6,TRUE
2023-07-05,4178900661,2002/03/19,KAITLYN,montoya,Cancel Flight,O30613447,FALSE,LAX,YYY,FALSE,TRUE,10,2,FALSE
2024-09-28,4178900661,03/19/2002,,Montoya,Flight Deal,C58788639,TRUE,ttt,LAX,TRUE,TRUE,0,14,FALSE
2024-04-05,4178900661,2002/03/19,KAITLYN,Montoya,Flight Status,F29947279,TRUE,SFO,DEN,FALSE,TRUE,12,18,FALSE
2022-04-30,,19-03-2002,kaitlyn,montoya,Flight Deal,G56163096,TRUE,DFW,,TRUE,TRUE,11,17,FALSE
2022-01-22,4178900661,03/19/2002,kaitlyn,Montoya,Flight Deal,A99445487,FALSE,SFO,ATL,TRUE,TRUE,-1,8,FALSE
2024-08-23,4178900661,2002/03/19,KAITLYN,Montoya,Flight Status,M38747354,TRUE,BOS,DEN,FALSE,FALSE,11,9,FALSE
2022-03-30,4178900661,2002/03/19,KAITLYN,Montoya,Flight Deal,O79146255,FALSE,ATL,,TRUE,TRUE,4,6,TRUE
2022-09-22,4178900661,03/19/2002,kaitlyn,Montoya,Flight Status,Z89051204,FALSE,SEA,JFK,TRUE,TRUE,0,4,FALSE
2021-06-24,,19-03-2002,KAITLYN,montoya,Cancel Flight,C65302485,FALSE,ORD,DEN,FALSE,TRUE,4,3,TRUE
2023-11-29,1486974027,03-08-1992,sara,Dominguez,Flight Status,X49898830,FALSE,DFW,MIA,TRUE,TRUE,11,8,FALSE
2023-07-14,1486974027,03-08-1992,SARA,,Cancel Flight,Z02624276,TRUE,,MIA,TRUE,TRUE,10,16,TRUE
2023-03-23,1486974027,08/03/1992,SARA,dominguez,Flight Deal,M59547866,TRUE,LAX,ORD,FALSE,FALSE,-1,20,FALSE
2022-03-04,1486974027,1992/08/03,SARA,dominguez,Cancel Flight,A16661703,FALSE,MIA,SFO,TRUE,FALSE,-1,22,TRUE
2021-05-01,475808354,1996/04/25,sarah,Gomez,,,FALSE,JFK,SEA,FALSE,FALSE,-1,19,FALSE
2021-01-31,475808354,25-04-1996,sarah,Gomez,Flight Deal,M56112920,TRUE,SFO,DFW,FALSE,TRUE,0,19,FALSE
2023-08-24,475808354,04/25/1996,sarah,Gomez,Flight Status,H13939372,FALSE,ORD,ATL,TRUE,TRUE,13,9,FALSE
2023-09-18,475808354,04/25/1996,SARAH,Gomez,Cancel Flight,L71959094,TRUE,JFK,SEA,FALSE,FALSE,-1,,FALSE
2023-06-13,,1996/04/25,sarah,,New Flight,,FALSE,DFW,ORD,TRUE,TRUE,12,,TRUE
2021-12-13,2249167253,04/02/2019,KELSEY,Frank,New Flight,K84693652,FALSE,LAX,MIA,TRUE,TRUE,0,12,FALSE
2022-04-02,2249167253,02-04-2019,kelsey,Frank,New Flight,F56994367,FALSE,LAX,DEN,FALSE,FALSE,9,19,TRUE
2021-01-23,2249167253,02-04-2019,kelsey,Frank,Cancel Flight,C14650357,TRUE,DEN,MIA,FALSE,TRUE,-1,5,TRUE
2024-04-13,7851012381,2016/03/25,jennifer,mcclain,Cancel Flight,A56050651,TRUE,MIA,LAX,FALSE,TRUE,-1,9,TRUE
2021-01-01,7851012381,25-03-2016,jennifer,mcclain,New Flight,B67547113,FALSE,SEA,,TRUE,TRUE,11,8,TRUE
2021-01-08,7851012381,2016/03/25,JENNIFER,,Flight Deal,X98181661,FALSE,JFK,DFW,TRUE,FALSE,-1,8,TRUE
2023-03-20,7851012381,2016/03/25,jennifer,mcclain,New Flight,Y48792191,TRUE,DFW,ORD,TRUE,TRUE,7,15,TRUE
2024-03-21,7851012381,03/25/2016,jennifer,Mcclain,Flight Deal,B38228987,FALSE,BOS,JFK,,TRUE,-1,21,TRUE
2022-09-02,9616788071,2007/10/27,CHRISTINE,Harris,Flight Deal,O80660670,FALSE,DEN,ORD,FALSE,FALSE,8,9,TRUE
2021-11-19,9616788071,27-10-2007,CHRISTINE,harris,Flight Deal,U50840111,TRUE,ORD,SEA,FALSE,TRUE,9,21,TRUE
2021-04-09,9616788071,27-10-2007,CHRISTINE,Harris,Flight Status,D44255618,TRUE,LAX,DFW,TRUE,FALSE,3,22,FALSE
2024-04-07,9616788071,2007/10/27,CHRISTINE,harris,Flight Status,Q85312169,FALSE,DEN,DFW,,FALSE,-1,2,FALSE
2024-05-12,9616788071,10/27/2007,CHRISTINE,Harris,New Flight,A02984774,TRUE,ttt,LAX,FALSE,TRUE,2,8,TRUE
2021-06-29,2069487936,08/28/1997,JUAN,Andrews,Flight Status,E81295274,TRUE,MIA,YYY,FALSE,TRUE,4,10,FALSE
2023-08-19,2069487936,1997/08/28,juan,Andrews,Flight Deal,V04632543,TRUE,ATL,JFK,TRUE,TRUE,0,7,FALSE
2022-03-27,2069487936,1997/08/28,,Andrews,Cancel Flight,A72917134,TRUE,ATL,MIA,FALSE,TRUE,11,2,FALSE
2021-07-21,4414502007,1990/10/06,LUKE,Johnson,New Flight,E90903792,FALSE,,BOS,TRUE,TRUE,0,14,FALSE
2021-07-03,4414502007,06-10-1990,luke,Johnson,New Flight,V42129874,TRUE,ATL,MIA,TRUE,TRUE,8,4,FALSE
2024-08-13,4414502007,1990/10/06,luke,johnson,Flight Status,J61565198,FALSE,DFW,LAX,FALSE,FALSE,0,13,TRUE
2021-03-23,4414502007,06-10-1990,luke,Johnson,Cancel Flight,T77932173,TRUE,DFW,LAX,FALSE,TRUE,0,2,FALSE
2024-09-01,4414502007,10/06/1990,LUKE,johnson,Flight Deal,H30458273,TRUE,DEN,DFW,FALSE,TRUE,-1,12,TRUE
2024-01-05,4414502007,1990/10/06,luke,Johnson,Cancel Flight,K62288753,FALSE,MIA,DFW,TRUE,TRUE,-1,3,FALSE
2022-08-15,4414502007,1990/10/06,,johnson,New Flight,W17631589,TRUE,LAX,SFO,TRUE,TRUE,3,4,TRUE
2021-10-03,4414502007,06-10-1990,LUKE,Johnson,New Flight,U35592683,FALSE,LAX,BOS,TRUE,TRUE,1,20,FALSE
2023-04-10,4414502007,06-10-1990,LUKE,Johnson,Cancel Flight,D57213261,FALSE,SFO,ORD,TRUE,TRUE,-1,19,FALSE
2023-07-29,4414502007,,LUKE,Johnson,Flight Status,O26973397,TRUE,JFK,ORD,FALSE,TRUE,4,7,TRUE
2021-11-21,312488816,1988/03/02,james,hughes,New Flight,C57750630,TRUE,ORD,YYY,FALSE,FALSE,0,8,FALSE
2021-09-01,312488816,02-03-1988,JAMES,Hughes,Cancel Flight,B31320177,TRUE,JFK,SFO,FALSE,FALSE,0,2,TRUE
2024-06-28,312488816,03/02/1988,JAMES,hughes,Cancel Flight,U84322737,FALSE,SEA,DFW,,TRUE,2,3,FALSE
2022-07-21,557924382,19-09-2023,steven,,Flight Deal,,FALSE,BOS,YYY,TRUE,FALSE,-1,2,FALSE
2024-05-12,557924382,2023/09/19,STEVEN,Miller,Cancel Flight,L08488190,FALSE,SFO,SEA,TRUE,FALSE,6,19,FALSE
2022-09-03,,19-09-2023,steven,Miller,Cancel Flight,Z78272427,TRUE,JFK,SFO,TRUE,FALSE,1,10,FALSE
2023-09-28,9714356934,2018/04/11,JESSICA,,,M77304906,TRUE,,,FALSE,TRUE,0,13,TRUE
2022-07-03,9714356934,2018/04/11,jessica,miller,Flight Status,M42781978,FALSE,ORD,MIA,TRUE,TRUE,11,9,TRUE
2021-11-27,9714356934,04/11/2018,JESSICA,miller,Flight Status,D01667047,FALSE,DFW,JFK,FALSE,TRUE,-1,18,FALSE
2022-04-08,9714356934,11-04-2018,jessica,miller,Cancel Flight,I50027740,FALSE,ATL,LAX,FALSE,FALSE,7,17,TRUE
2021-03-02,9714356934,04/11/2018,JESSICA,Miller,Flight Status,B26600563,FALSE,MIA,DFW,FALSE,FALSE,-1,22,FALSE
2022-11-24,7341993950,28-11-2007,,blankenship,Flight Status,D83266849,TRUE,SFO,DEN,FALSE,,2,7,FALSE
2022-03-10,7341993950,,KATIE,blankenship,Flight Deal,H08662109,FALSE,MIA,YYY,TRUE,TRUE,13,,TRUE
2021-11-26,7341993950,28-11-2007,KATIE,blankenship,Flight Deal,L41158863,FALSE,JFK,SEA,FALSE,FALSE,11,13,TRUE
2021-08-20,1072187017,15-08-2013,rebecca,brooks,Flight Status,D69655581,,ATL,ORD,TRUE,TRUE,6,2,FALSE
2022-01-15,1072187017,08/15/2013,rebecca,brooks,Cancel Flight,C11858706,FALSE,,LAX,FALSE,TRUE,0,5,TRUE
2022-02-23,1072187017,15-08-2013,rebecca,brooks,Cancel Flight,L94450105,FALSE,ATL,DFW,TRUE,TRUE,-1,1,FALSE
2022-07-11,1072187017,08/15/2013,REBECCA,brooks,New Flight,G06911486,TRUE,DEN,MIA,FALSE,FALSE,-1,9,FALSE
2023-05-23,1072187017,2013/08/15,rebecca,brooks,Flight Deal,,FALSE,ttt,MIA,TRUE,TRUE,2,4,FALSE
2021-04-30,5449533070,08/23/1999,GABRIEL,preston,Cancel Flight,F93004309,FALSE,JFK,ORD,FALSE,FALSE,0,2,TRUE
2023-07-13,5449533070,08/23/1999,gabriel,preston,Flight Status,S71571816,TRUE,ATL,MIA,TRUE,TRUE,2,12,FALSE
2023-07-30,5449533070,08/23/1999,gabriel,preston,Flight Deal,G81061760,TRUE,MIA,DFW,TRUE,FALSE,0,6,TRUE
2024-10-13,5449533070,23-08-1999,gabriel,Preston,Flight Deal,H66109678,FALSE,LAX,MIA,FALSE,TRUE,-1,16,TRUE
2022-11-08,9421021216,05/28/2014,MELISSA,taylor,Cancel Flight,F88651366,TRUE,DFW,JFK,TRUE,TRUE,1,12,TRUE
2024-10-05,9421021216,2014/05/28,melissa,taylor,Flight Deal,O55909591,TRUE,ATL,DFW,TRUE,TRUE,0,15,TRUE
2021-06-02,9421021216,05/28/2014,melissa,Taylor,Flight Deal,,TRUE,SEA,DFW,TRUE,FALSE,,5,TRUE
2024-01-08,9421021216,05/28/2014,melissa,Taylor,Flight Deal,U21586366,TRUE,ORD,ATL,FALSE,TRUE,3,6,FALSE
2023-10-27,,28-05-2014,melissa,Taylor,Cancel Flight,D08901676,FALSE,BOS,JFK,TRUE,FALSE,1,5,TRUE
2021-12-24,9421021216,,MELISSA,taylor,New Flight,M53157501,TRUE,DFW,JFK,FALSE,FALSE,11,1,FALSE
2022-04-07,9421021216,2014/05/28,melissa,taylor,Flight Deal,F07839451,FALSE,MIA,SFO,TRUE,TRUE,0,7,FALSE
2022-08-29,9421021216,28-05-2014,MELISSA,taylor,Flight Deal,R56294868,FALSE,JFK,LAX,TRUE,TRUE,1,2,FALSE
2021-12-16,9421021216,28-05-2014,melissa,Taylor,Flight Deal,D79045911,FALSE,ORD,LAX,TRUE,TRUE,0,9,FALSE
2023-10-20,9421021216,2014/05/28,MELISSA,Taylor,Flight Deal,B04342638,TRUE,SEA,DEN,FALSE,TRUE,-1,18,FALSE
2023-10-22,1656192476,2016/12/27,MICHAEL,Cole,Cancel Flight,M26752391,FALSE,BOS,JFK,FALSE,TRUE,10,18,TRUE
2023-04-27,1656192476,2016/12/27,michael,Cole,Flight Status,P74273603,,SFO,ATL,FALSE,TRUE,0,,FALSE
2023-12-12,1656192476,12/27/2016,michael,cole,New Flight,F42733320,TRUE,JFK,ORD,TRUE,TRUE,-1,6,FALSE
2023-10-15,1656192476,2016/12/27,MICHAEL,Cole,New Flight,P54814064,TRUE,DFW,ORD,FALSE,TRUE,0,3,FALSE
2021-08-23,1656192476,12/27/2016,MICHAEL,Cole,Cancel Flight,X48114852,TRUE,,DFW,FALSE,FALSE,6,,FALSE
2024-07-15,3505665771,08/24/1999,ANGELA,Martin,New Flight,V49515486,FALSE,BOS,LAX,,FALSE,0,13,TRUE
2021-12-14,,24-08-1999,angela,martin,Flight Deal,C03368692,TRUE,DFW,JFK,TRUE,TRUE,4,13,FALSE
2022-04-21,3505665771,1999/08/24,angela,martin,New Flight,M25797773,TRUE,DFW,DEN,TRUE,FALSE,0,4,FALSE
2021-07-06,3505665771,1999/08/24,ANGELA,Martin,New Flight,J25957400,FALSE,BOS,ATL,,FALSE,1,10,FALSE
2022-10-02,3505665771,,ANGELA,Martin,Cancel Flight,N06639198,FALSE,MIA,SFO,FALSE,TRUE,8,8,FALSE
2022-05-10,7118755354,11-07-1999,gregory,jensen,Cancel Flight,R92409851,TRUE,MIA,BOS,FALSE,FALSE,1,5,TRUE
2023-03-04,,1999/07/11,gregory,Jensen,Flight Status,L46014018,TRUE,DEN,DFW,TRUE,TRUE,3,7,FALSE
2023-07-26,7118755354,1999/07/11,,jensen,Flight Status,F10960325,FALSE,ATL,MIA,FALSE,TRUE,9,4,FALSE
2022-04-04,1874254392,06/29/1991,melissa,Miller,Cancel Flight,Z71825835,TRUE,DFW,SFO,TRUE,TRUE,0,12,TRUE
2024-04-11,1874254392,29-06-1991,MELISSA,miller,Flight Deal,Z01058180,FALSE,MIA,JFK,TRUE,TRUE,-1,8,TRUE
2023-12-05,,06/29/1991,melissa,miller,New Flight,M88399831,TRUE,ttt,JFK,FALSE,TRUE,-1,5,FALSE
2021-10-12,1874254392,1991/06/29,MELISSA,Miller,Cancel Flight,S36072010,,JFK,DEN,FALSE,FALSE,7,6,TRUE
2024-02-25,1874254392,06/29/1991,melissa,Miller,Flight Deal,U59005977,TRUE,DFW,SFO,TRUE,TRUE,-1,15,TRUE
2023-04-15,1874254392,06/29/1991,melissa,Miller,Cancel Flight,T33130123,TRUE,LAX,DEN,FALSE,FALSE,9,5,TRUE
2021-11-14,1874254392,1991/06/29,MELISSA,miller,Flight Deal,,TRUE,DEN,MIA,TRUE,TRUE,1,9,FALSE
2024-05-11,1874254392,06/29/1991,melissa,miller,New Flight,J49896318,TRUE,ORD,ATL,FALSE,FALSE,0,8,TRUE
2023-08-11,1874254392,06/29/1991,melissa,Miller,Flight Deal,F78204630,FALSE,SFO,MIA,FALSE,TRUE,11,14,
2023-12-25,1874254392,29-06-1991,melissa,miller,Cancel Flight,L53892939,FALSE,SFO,DFW,TRUE,TRUE,4,24,TRUE
2023-03-13,9659404631,04-11-2012,JUSTIN,williams,,T41687781,TRUE,DFW,SEA,TRUE,FALSE,0,,FALSE
2021-12-18,9659404631,11/04/2012,JUSTIN,williams,Flight Deal,F44851120,TRUE,DEN,BOS,TRUE,FALSE,11,5,TRUE
2023-05-20,9659404631,04-11-2012,justin,williams,Flight Status,Y17850916,TRUE,ATL,SEA,FALSE,TRUE,-1,,FALSE
2021-07-19,9659404631,04-11-2012,JUSTIN,williams,Cancel Flight,R43887106,TRUE,SFO,,FALSE,TRUE,-1,10,
2024-03-26,9659404631,11/04/2012,,Williams,Flight Status,D49377316,TRUE,ATL,ORD,FALSE,TRUE,-1,4,FALSE
2022-04-21,9451861301,03/12/2022,LAURA,Martinez,New Flight,B61748112,TRUE,JFK,DEN,FALSE,TRUE,11,1,TRUE
2024-07-10,9451861301,12-03-2022,laura,martinez,Flight Status,L49440003,FALSE,ttt,YYY,TRUE,TRUE,-1,7,FALSE
2023-07-25,9451861301,2022/03/12,laura,martinez,Flight Deal,Z82082562,FALSE,JFK,DFW,FALSE,TRUE,6,9,TRUE
2021-11-30,9451861301,2022/03/12,laura,martinez,New Flight,X04777860,FALSE,DEN,,FALSE,TRUE,4,7,FALSE
2024-01-04,9451861301,03/12/2022,laura,Martinez,Flight Deal,,TRUE,SFO,BOS,FALSE,FALSE,0,16,TRUE
2021-03-26,6035029859,,,Ward,New Flight,X48076375,FALSE,DEN,LAX,TRUE,TRUE,-1,8,TRUE
2023-10-18,6035029859,07/12/1992,CAROL,Ward,Flight Status,L39476458,FALSE,ATL,BOS,TRUE,FALSE,0,2,
2022-04-18,6035029859,07/12/1992,CAROL,Ward,Cancel Flight,U92839854,TRUE,BOS,ORD,FALSE,FALSE,-1,11,FALSE
2024-02-18,6035029859,1992/07/12,carol,Ward,New Flight,C94917916,FALSE,DEN,JFK,FALSE,TRUE,0,1,TRUE
2023-01-17,9201327072,06/15/2015,david,Anderson,Flight Deal,B91389862,TRUE,SFO,DEN,FALSE,FALSE,0,17,TRUE
2023-08-10,9201327072,06/15/2015,DAVID,anderson,Cancel Flight,P86168588,TRUE,MIA,SEA,FALSE,,-1,9,FALSE
2023-07-18,9201327072,06/15/2015,david,anderson,Cancel Flight,W64105287,FALSE,LAX,ATL,TRUE,TRUE,-1,2,FALSE
2022-03-26,9201327072,06/15/2015,david,,New Flight,K77796006,FALSE,ORD,JFK,TRUE,TRUE,1,9,FALSE
2024-01-07,6268936747,11/21/2003,thomas,hall,Flight Status,Z99888052,FALSE,SFO,LAX,FALSE,TRUE,-1,7,TRUE
2024-08-08,6268936747,21-11-2003,thomas,hall,New Flight,X95851416,TRUE,SEA,MIA,FALSE,TRUE,-1,19,FALSE
2021-10-20,6268936747,21-11-2003,THOMAS,hall,Flight Status,U77179812,FALSE,LAX,ORD,FALSE,TRUE,0,15,FALSE
2024-08-11,6268936747,11/21/2003,thomas,Hall,New Flight,X91752518,,ATL,JFK,FALSE,FALSE,4,1,TRUE
2021-06-25,6268936747,11/21/2003,THOMAS,Hall,Flight Deal,B89613894,TRUE,LAX,YYY,TRUE,FALSE,-1,4,FALSE
2021-12-10,3087052828,05/07/2011,derrick,Hernandez,Flight Status,J69834648,TRUE,JFK,,TRUE,TRUE,0,2,TRUE
2023-05-21,3087052828,07-05-2011,derrick,Hernandez,Cancel Flight,U79603660,TRUE,BOS,ORD,TRUE,FALSE,11,1,TRUE
2023-10-04,3087052828,07-05-2011,DERRICK,Hernandez,Cancel Flight,Y59130716,TRUE,JFK,MIA,TRUE,TRUE,0,13,TRUE
2022-06-19,3087052828,2011/05/07,derrick,Hernandez,Cancel Flight,V78347447,FALSE,ttt,DEN,TRUE,FALSE,1,5,
2024-09-07,7834749700,07/27/2018,natasha,smith,Flight Status,J33892915,TRUE,ORD,DFW,FALSE,TRUE,0,5,FALSE
2023-05-29,7834749700,2018/07/27,NATASHA,smith,Flight Status,J50763975,FALSE,DFW,LAX,TRUE,TRUE,7,23,TRUE
2024-07-29,7834749700,27-07-2018,NATASHA,smith,Flight Status,T64941356,FALSE,DFW,SEA,FALSE,TRUE,0,7,TRUE
2023-06-16,7834749700,2018/07/27,natasha,Smith,New Flight,Z84092319,TRUE,JFK,LAX,FALSE,TRUE,11,23,FALSE
2024-02-24,8648577961,07/31/1993,GARY,Lee,Cancel Flight,J11384356,TRUE,DFW,YYY,TRUE,TRUE,7,5,FALSE
2023-05-26,8648577961,,gary,Lee,New Flight,A25354558,FALSE,ttt,ATL,TRUE,FALSE,-1,18,TRUE
2023-05-25,8648577961,31-07-1993,gary,Lee,Flight Status,N84997147,FALSE,BOS,DFW,TRUE,TRUE,3,14,FALSE
2022-06-30,9716099665,02/16/1996,AMY,Lewis,Cancel Flight,M38590489,TRUE,SFO,DFW,TRUE,FALSE,-1,8,TRUE
2024-08-11,9716099665,02/16/1996,AMY,Lewis,Flight Deal,Q40108197,TRUE,LAX,DFW,FALSE,FALSE,0,,TRUE
2022-08-01,9716099665,02/16/1996,amy,lewis,New Flight,,TRUE,LAX,SEA,TRUE,,1,17,
2022-07-24,9716099665,02/16/1996,amy,lewis,Cancel Flight,I61004617,TRUE,DEN,ORD,TRUE,TRUE,0,5,TRUE
2021-12-04,9716099665,02/16/1996,,lewis,Cancel Flight,B79473834,FALSE,ttt,SFO,,TRUE,14,16,FALSE
2021-05-29,5840558156,25-04-2021,EMILY,soto,Cancel Flight,,TRUE,MIA,SEA,TRUE,TRUE,-1,,TRUE
2021-03-13,5840558156,2021/04/25,EMILY,soto,Cancel Flight,U53407324,TRUE,BOS,ORD,FALSE,TRUE,0,17,FALSE
